index,percent_missing
case_id,0.0
actualdpdtolerance_344P,27.391709609022055
amtinstpaidbefduel24m_4187115A,36.755031739242355
annuity_780A,0.0
annuitynextmonth_57A,0.00026201004939544457
applicationcnt_361L,0.0
applications30d_658L,0.0
applicationscnt_1086L,0.0
applicationscnt_464L,0.0
applicationscnt_629L,0.0
applicationscnt_867L,0.0
avgdbddpdlast24m_3658932P,40.16627157734635
avgdbddpdlast3m_4187120P,62.11236431973348
avgdbdtollast24m_4525197P,63.72261258080554
avgdpdtolclosure24_3658938P,30.601136206579202
avginstallast24m_3658937A,40.9308824039946
avglnamtstart24m_4525187A,89.35525222069893
avgmaxdpdlast9m_3716943P,49.58579486316198
avgoutstandbalancel6m_4187114A,55.099468840127365
avgpmtlast12m_4525200A,67.27022864961985
bankacctype_710L,72.68348727515443
cardtype_51L,87.44375790533446
clientscnt12m_3712952L,0.0
clientscnt3m_3712950L,0.0
clientscnt6m_3712949L,0.0
clientscnt_100L,0.0
clientscnt_1022L,0.0
clientscnt_1071L,0.0
clientscnt_1130L,0.0
clientscnt_136L,99.97268545235052
clientscnt_157L,0.0
clientscnt_257L,0.0
clientscnt_304L,0.0
clientscnt_360L,0.0
clientscnt_493L,0.0
clientscnt_533L,0.0
clientscnt_887L,0.0
clientscnt_946L,0.0
cntincpaycont9m_3716944L,29.816088596078103
cntpmts24_3658933L,30.18499874562689
commnoinclast6m_3546845L,22.491925177790193
credamount_770A,0.0
credtype_322L,6.550251234886114e-05
currdebt_22A,0.00026201004939544457
currdebtcredtyperange_828A,0.00026201004939544457
datefirstoffer_1144D,54.61173713317774
datelastinstal40dpd_247D,91.2345848025001
datelastunpaid_3546854D,58.14389460907773
daysoverduetolerancedd_3976961L,29.64604407402046
deferredmnthsnum_166L,0.0
disbursedcredamount_1113A,0.0
disbursementtype_67L,0.05672517569411375
downpmt_116A,0.0
dtlastpmtallstes_4499206D,64.00374936380685
eir_270L,12.500040939070217
equalitydataagreement_891L,94.88903546895541
equalityempfrom_62L,97.52321900306487
firstclxcampaign_1125D,56.280675645314375
firstdatedue_489D,31.578957710923003
homephncnt_628L,0.0
inittransactionamount_650A,87.40373587028931
inittransactioncode_186L,6.550251234886114e-05
interestrate_311L,12.500040939070217
