index,percent_missing
case_id,0.0
amount_1115A,30.30958904109589
classificationofcontr_1114M,0.0
contractdate_551D,0.14520547945205478
contractmaturitydate_151D,0.3972602739726027
contractst_516M,0.0
contracttype_653M,0.0
credlmt_1052A,69.83561643835617
credlmt_228A,82.0958904109589
credlmt_3940954A,69.83561643835617
credor_3940957M,0.0
credquantity_1099L,29.542465753424658
credquantity_984L,49.821917808219176
debtpastduevalue_732A,0.2958904109589041
debtvalue_227A,30.30958904109589
dpd_550P,29.542465753424658
dpd_733P,49.821917808219176
dpdmax_851P,0.29315068493150687
dpdmaxdatemonth_804T,0.29315068493150687
dpdmaxdateyear_742T,0.29315068493150687
installmentamount_644A,49.821917808219176
installmentamount_833A,29.542465753424658
instlamount_892A,30.564383561643837
interesteffectiverate_369L,85.5041095890411
interestrateyearly_538L,52.35616438356164
lastupdate_260D,0.14520547945205478
maxdebtpduevalodued_3940955A,0.29315068493150687
num_group1,0.0
numberofinstls_810L,30.564383561643837
overdueamountmax_950A,0.29315068493150687
overdueamountmaxdatemonth_494T,0.29315068493150687
overdueamountmaxdateyear_432T,0.29315068493150687
periodicityofpmts_997L,96.5041095890411
periodicityofpmts_997M,4.213698630136986
pmtdaysoverdue_1135P,0.2958904109589041
pmtmethod_731M,0.0
pmtnumpending_403L,30.312328767123287
purposeofcred_722M,0.0
residualamount_1093A,82.0986301369863
residualamount_127A,69.83561643835617
residualamount_3940956A,69.98904109589041
subjectrole_326M,0.0
subjectrole_43M,0.0
totalamount_503A,29.542465753424658
totalamount_881A,49.821917808219176
