index,percent_missing
case_id,0.0
birth_259D,0.6489333898401674
birthdate_87D,99.18396970115789
childnum_185L,99.35106661015983
contaddr_district_15M,0.0
contaddr_matchlist_1032L,0.6778199977860151
contaddr_smempladdr_334L,0.6778199977860151
contaddr_zipcode_807M,0.0
education_927M,0.0
empl_employedfrom_271D,63.13158341188176
empl_employedtotal_800L,65.62840817759565
empl_industry_691L,66.0254189049421
empladdr_district_926M,0.0
empladdr_zipcode_114M,0.0
familystate_447L,52.56832075794267
gender_992L,99.18396970115789
housetype_905L,93.46822047359626
housingtype_772L,99.35709284129592
incometype_1044T,0.6489333898401674
isreference_387L,99.18396970115789
language1_981M,0.0
mainoccupationinc_384A,0.6489333898401674
maritalst_703L,99.35106661015983
num_group1,0.0
personindex_1023L,0.4239322599218293
persontype_1072L,0.3501109285046628
persontype_792L,0.4239322599218293
registaddr_district_1083M,0.0
registaddr_zipcode_184M,0.0
relationshiptoclient_415T,99.77499887008166
relationshiptoclient_642T,99.95048010066427
remitter_829L,99.77499887008166
role_1084L,0.3501109285046628
role_993L,99.18396970115789
safeguarantyflag_411L,0.649064394864865
sex_738L,0.6489333898401674
type_25L,0.3501109285046628
